consultation_hash,matter_type_report_safe,case_outline_report_safe,query_text_report_safe,alo_inferred_case_category,flags,book_reach_via_terms,raw_toc_probe_hit_count,raw_record_probe_hit_count,failure_or_outcome_class
76d32b066705,クレジット・サラ金法律相談,[PIIのため表示抑制],クレジット・サラ金法律相談 [PIIのため表示抑制],債務整理,pii_risk_suppressed_from_report,0,0,0,stoplist_only_hit
f861740d573b,クレジット・サラ金法律相談,[PIIのため表示抑制],クレジット・サラ金法律相談 [PIIのため表示抑制],債務整理,pii_risk_suppressed_from_report,0,0,0,stoplist_only_hit
78a66b13ee0a,クレジット・サラ金法律相談,[PIIのため表示抑制],クレジット・サラ金法律相談 [PIIのため表示抑制],債務整理,pii_risk_suppressed_from_report,0,0,0,stoplist_only_hit
79b5a5262324,クレジット・サラ金法律相談,[PIIのため表示抑制],クレジット・サラ金法律相談 [PIIのため表示抑制],債務整理,pii_risk_suppressed_from_report,0,0,0,stoplist_only_hit
166e8d2e4c97,クレジット・サラ金法律相談,[PIIのため表示抑制],クレジット・サラ金法律相談 [PIIのため表示抑制],債務整理,pii_risk_suppressed_from_report,0,0,0,stoplist_only_hit
f16ea36ec84e,クレジット・サラ金法律相談,[PIIのため表示抑制],クレジット・サラ金法律相談 [PIIのため表示抑制],債務整理,pii_risk_suppressed_from_report,0,0,0,stoplist_only_hit
e7fcff328a54,事業再生(私的整理),,事業再生(私的整理),廃業支援（私的整理）,outline_missing,0,0,0,stoplist_only_hit
8b712424d412,[区切り無・表示抑制],,[区切り無・表示抑制],M&A支援,no_delimiter|outline_missing|pii_risk_suppressed_from_report,0,0,0,no_term_no_raw_probe
00680ed1d01d,団体交渉,,団体交渉,労働,outline_missing,0,88,0,raw_probe_hit_but_no_term_hit
16ec6ac16e44,養育費請求事件,,養育費請求事件,離婚,outline_missing,0,1,0,stoplist_only_hit
4fc0f665b54b,法律相談,[PIIのため表示抑制],法律相談 [PIIのため表示抑制],契約法務,pii_risk_suppressed_from_report|generic_matter_type_excluded_from_probe,0,0,0,stoplist_only_hit
572ed462868f,法律相談,[PIIのため表示抑制],法律相談 [PIIのため表示抑制],契約法務,pii_risk_suppressed_from_report|generic_matter_type_excluded_from_probe,0,0,0,stoplist_only_hit
2e4ab5d3d8c5,損害賠償請求事件(交通事故),,損害賠償請求事件(交通事故),損害賠償（交通）,outline_missing,0,0,0,stoplist_only_hit
9f8e25771825,損害賠償請求事件,[PIIのため表示抑制],損害賠償請求事件 [PIIのため表示抑制],一般民事,pii_risk_suppressed_from_report,0,20,0,stoplist_only_hit
546bdc4efc17,[区切り無・表示抑制],,[区切り無・表示抑制],(未分類),no_delimiter|outline_missing|pii_risk_suppressed_from_report,0,0,0,no_term_no_raw_probe
fd6f5d06adaf,欠陥住宅京都ネット相談,[PIIのため表示抑制],欠陥住宅京都ネット相談 [PIIのため表示抑制],(未分類),pii_risk_suppressed_from_report,0,0,0,no_term_no_raw_probe
79e6dcc6e881,ひまわりホットダイヤル,[PIIのため表示抑制],ひまわりホットダイヤル [PIIのため表示抑制],(未分類),pii_risk_suppressed_from_report,0,0,0,stoplist_only_hit
5af244ec3233,債務整理相談,,債務整理相談,債務整理,outline_missing,0,0,0,no_term_no_raw_probe
428849494c59,法律相談,,法律相談,契約法務,outline_missing|generic_matter_type_excluded_from_probe,0,0,0,stoplist_only_hit
52fade7c1ed5,従業員対応,[PIIのため表示抑制],従業員対応 [PIIのため表示抑制],(未分類),pii_risk_suppressed_from_report|generic_matter_type_excluded_from_probe,0,0,0,stoplist_only_hit
9db74fa0f58a,廃業支援,,廃業支援,廃業支援（法的整理）,outline_missing,0,3,2,raw_probe_hit_but_no_term_hit
5820998b84c1,廃業支援,,廃業支援,廃業支援（法的整理）,outline_missing,0,3,2,raw_probe_hit_but_no_term_hit
058eee9e5b21,犯罪被害者相談,,犯罪被害者相談,(未分類),outline_missing,0,0,0,non_stop_term_hit
88ad83ed6b47,当番弁護(詐欺事件),,当番弁護(詐欺事件),(未分類),outline_missing,0,0,0,no_term_no_raw_probe
353b42d0cf2b,犯罪被害者相談,,犯罪被害者相談,(未分類),outline_missing,0,0,0,non_stop_term_hit
3874a450d7d0,宿泊施設運営相談,き＿キラエリ・モアテス＿宿泊施設運営相談,宿泊施設運営相談 き＿キラエリ・モアテス＿宿泊施設運営相談,(未分類),,0,0,0,stoplist_only_hit
51f4bb088b08,退職・損害賠償対応,か＿門泰之＿退職・損害賠償対応,退職・損害賠償対応 か＿門泰之＿退職・損害賠償対応,(未分類),,0,0,0,no_term_no_raw_probe
7f2904b8a8aa,山中司法書士 事業承継案件,山中司法書士 事業承継案件,山中司法書士 事業承継案件 山中司法書士 事業承継案件,(未分類),,0,0,0,stoplist_only_hit
9dea5d647d0d,企業法務,,企業法務,契約法務,outline_missing|generic_matter_type_excluded_from_probe,0,0,0,no_term_no_raw_probe
60ea3a785ede,契約書レビュー,,契約書レビュー,契約法務,outline_missing,0,9,2,raw_probe_hit_but_no_term_hit
0169e1a7943e,システム開発費損害賠償請求,[PIIのため表示抑制],システム開発費損害賠償請求 [PIIのため表示抑制],一般民事,pii_risk_suppressed_from_report,0,0,0,stoplist_only_hit
07617c61eff9,債務整理相談,[PIIのため表示抑制],債務整理相談 [PIIのため表示抑制],債務整理,pii_risk_suppressed_from_report,0,0,0,no_term_no_raw_probe
d492433119f7,欠陥住宅京都ネット,[PIIのため表示抑制],欠陥住宅京都ネット [PIIのため表示抑制],(未分類),pii_risk_suppressed_from_report,0,0,0,no_term_no_raw_probe
9a151b1421c4,和解あっせん申立,[PIIのため表示抑制],和解あっせん申立 [PIIのため表示抑制],一般民事,pii_risk_suppressed_from_report,0,0,0,no_term_no_raw_probe
843c7e488988,債務整理相談,[PIIのため表示抑制],債務整理相談 [PIIのため表示抑制],(未分類),pii_risk_suppressed_from_report,0,0,0,no_term_no_raw_probe
6c8b2975c005,債務整理相談,,債務整理相談,(未分類),outline_missing,0,0,0,no_term_no_raw_probe
1b66e85b6fd5,経営改善支援,,経営改善支援,(未分類),outline_missing,0,0,1,raw_probe_hit_but_no_term_hit
a44b0f9dea96,廃業支援,[PIIのため表示抑制],廃業支援 [PIIのため表示抑制],(未分類),pii_risk_suppressed_from_report,0,3,2,stoplist_only_hit
3e52ea46c017,相続相談,,相続相談,(未分類),outline_missing,0,2,5,raw_probe_hit_but_no_term_hit
08ac489749da,相続相談,,相続相談,(未分類),outline_missing,0,2,5,raw_probe_hit_but_no_term_hit
bebe3f72e298,法律相談,,法律相談,(未分類),outline_missing|generic_matter_type_excluded_from_probe,0,0,0,stoplist_only_hit
4fb90abd7772,労務相談,,労務相談,(未分類),outline_missing|generic_matter_type_excluded_from_probe,0,0,0,no_term_no_raw_probe
3f5382a48157,[PIIのため表示抑制],[PIIのため表示抑制],[PIIのため表示抑制] [PIIのため表示抑制],(未分類),pii_risk_suppressed_from_report|generic_matter_type_excluded_from_probe,0,0,0,stoplist_only_hit
752c1f58a9e2,住居侵入・不同意わいせつ未遂,[PIIのため表示抑制],住居侵入・不同意わいせつ未遂 [PIIのため表示抑制],(未分類),pii_risk_suppressed_from_report,0,0,0,no_term_no_raw_probe
cb33f12e1cc0,法律相談,,法律相談,(未分類),outline_missing|generic_matter_type_excluded_from_probe,0,0,0,stoplist_only_hit
0b44bb19f79b,労務相談,,労務相談,(未分類),outline_missing|generic_matter_type_excluded_from_probe,0,0,0,no_term_no_raw_probe
53be9f0607a6,法律相談,[PIIのため表示抑制],法律相談 [PIIのため表示抑制],(未分類),pii_risk_suppressed_from_report|generic_matter_type_excluded_from_probe,0,0,0,stoplist_only_hit
bbb1a6facefa,法律相談,[PIIのため表示抑制],法律相談 [PIIのため表示抑制],(未分類),pii_risk_suppressed_from_report|generic_matter_type_excluded_from_probe,0,0,0,stoplist_only_hit
77b4fbf4763b,和解あっせん申立事件,,和解あっせん申立事件,(未分類),outline_missing,0,0,0,no_term_no_raw_probe
082fd0c77ed6,法律相談,[PIIのため表示抑制],法律相談 [PIIのため表示抑制],(未分類),pii_risk_suppressed_from_report|generic_matter_type_excluded_from_probe,0,0,0,stoplist_only_hit
0794b4b81930,法律相談,,法律相談,(未分類),outline_missing|generic_matter_type_excluded_from_probe,0,0,0,stoplist_only_hit
2b9a64ba5da5,支援専門家業務,[PIIのため表示抑制],支援専門家業務 [PIIのため表示抑制],(未分類),pii_risk_suppressed_from_report|generic_matter_type_excluded_from_probe,0,0,0,stoplist_only_hit
